m:BTC-LTC
67.44588000,0.02525000
12.37000000,0.02525000
0.01343384,0.02525000
194.09970000,0.02540000
9.42033700,0.02525000
6.92663100,0.02670000
11.86233000,0.02670000
177.26620000,0.02670000
64.05766000,0.02570000
47.42487000,0.02790000
7.20130400,0.03150000
4.68677600,0.02260000
2.14794000,0.02250000
29.57954000,0.02900000
4.09821900,0.02600000
1.96816100,0.02630000
7.75379000,0.02628000
18.80370000,0.02660000
16.95544000,0.02675600
8.07037800,0.02670001
11.11327000,0.02800000
15.30122000,0.02900000
20.78121000,0.02899500
28.07785000,0.02770000
20.69930000,0.02700000
14.30692000,0.02565000
21.73319000,0.02696999
6.82814000,0.02320002
4.22940600,0.02550000
2.92925300,0.02450090
31.78782000,0.02451000
289.37400000,0.02350001
185.13210000,0.02351031
220.76970000,0.02400000
118.96260000,0.02550000
134.51930000,0.02450002
204.76260000,0.02579999
123.23980000,0.02435001
51.98682000,0.02630000
50.23656000,0.02529600
89.23637000,0.02490000
84.92934000,0.02410000
76.21046000,0.02510000
33.36387000,0.02599999
21.15670000,0.02545000
45.80609000,0.02490053
13.50569000,0.02544887
37.41434000,0.02549999
37.84425000,0.02400002
20.32705000,0.02350017
34.05989000,0.02110000
30.94693000,0.02231001
69.58425000,0.02350001
21.87712000,0.02350013
31.96585000,0.02400051
57.33048000,0.02355106
52.08944000,0.02365000
229.71780000,0.02350001
14.75377000,0.02351013
47.05598000,0.02489999
81.30927000,0.02404999
70.41348000,0.02400000
32.60522000,0.02380002
59.29260000,0.02381003
61.65978000,0.02370000
99.47527000,0.02365000
26.92777000,0.02360000
76.47237000,0.02342024
79.26698000,0.02341502
53.03969000,0.02250000
80.80729000,0.02320000
46.89677000,0.02260000
180.19590000,0.02250002
229.59060000,0.02200000
117.42880000,0.02100010
597.65820000,0.02050000
150.96190000,0.02120000
215.10990000,0.02126005
91.05804000,0.02100000
130.34430000,0.02000000
146.48710000,0.01981815
165.71850000,0.01900500
175.37680000,0.01870055
129.02960000,0.01803103
363.39270000,0.01740000
67.71178000,0.01678400
49.78690000,0.01699000
345.31780000,0.01777000
163.00590000,0.01690000
384.47090000,0.01691300
187.01460000,0.01690000
126.36650000,0.01749000
179.40190000,0.01709001
230.63840000,0.01730000
183.22360000,0.01704997
294.67060000,0.01726600
71.88548000,0.01762506
222.58920000,0.01710000
312.38570000,0.01692000
495.65140000,0.01670572
353.44490000,0.01621221
186.81240000,0.01555500
972.91470000,0.01592000
341.36190000,0.01661883
200.19170000,0.01650043
351.63600000,0.01631001
267.91730000,0.01608601
231.64530000,0.01640803
651.23790000,0.01651300
287.83980000,0.01625600
195.29560000,0.01570000
122.24870000,0.01555199
360.98670000,0.01530000
798.09710000,0.01478500
574.10840000,0.01370002
742.57730000,0.01221265
245.88250000,0.01253100
840.20610000,0.01250000
369.48660000,0.01155900
435.00390000,0.01166399
695.13520000,0.01112000
3813.97700000,0.01230200
624.84880000,0.01242100
382.37930000,0.01244501
269.92290000,0.01251100
816.45890000,0.01235400
469.60170000,0.01361101
298.26200000,0.01442000
845.60850000,0.01400000
231.64830000,0.01388300
482.13100000,0.01346801
255.41080000,0.01426897
356.52950000,0.01409100
354.11270000,0.01397600
376.44050000,0.01380000
1086.18800000,0.01391933
145.70770000,0.01394000
511.13250000,0.01368600
428.35390000,0.01302000
576.82870000,0.01246166
213.37750000,0.01289999
240.67090000,0.01313000
198.56980000,0.01290999
269.75020000,0.01312000
340.73860000,0.01306697
400.81590000,0.01281100
481.55830000,0.01265001
291.98210000,0.01286000
205.30610000,0.01289862
403.29030000,0.01267099
207.58990000,0.01231000
295.18900000,0.01228311
174.93460000,0.01209999
275.76560000,0.01189810
677.18450000,0.01167913
274.77460000,0.01180899
952.55230000,0.01050904
930.08000000,0.00993200
671.15310000,0.00927840
869.97530000,0.00998600
738.61240000,0.01020000
1059.27100000,0.00950801
1094.18100000,0.00891301
1586.49300000,0.00825600
1316.87900000,0.00965894
1141.78700000,0.01076999
799.79390000,0.01110901
438.33400000,0.01017900
1396.01100000,0.00980101
525.33400000,0.01072700
331.72050000,0.01036100
417.89600000,0.01084816
328.20900000,0.01062399
152.40690000,0.01034087
464.33060000,0.01059700
369.10890000,0.01035090
453.60800000,0.01017000
510.60480000,0.01010207
259.76190000,0.01010601
443.79790000,0.01010614
422.75300000,0.01057700
345.35470000,0.01039145
437.44060000,0.01029825
123.49180000,0.01046103
370.95930000,0.01053600
593.76340000,0.01075589
781.47800000,0.01106800
433.74260000,0.01126700
432.36930000,0.01127500
919.86190000,0.01129015
571.89720000,0.01124500
480.10570000,0.01096598
487.04170000,0.01091501
646.01210000,0.01112600
543.82440000,0.01118099
915.67890000,0.01111000
323.17900000,0.01044002
443.79880000,0.01065355
1116.71800000,0.01066052
1719.35700000,0.01096374
905.28630000,0.01106263
521.51600000,0.01098315
318.96800000,0.01100000
523.12540000,0.01114659
311.27650000,0.01121101
1290.03200000,0.01130004
283.07980000,0.01152996
164.32850000,0.01164499
561.22600000,0.01144613
1060.90800000,0.01160561
978.43850000,0.01194296
604.03910000,0.01176975
849.15000000,0.01136605
836.78860000,0.01148000
1326.97900000,0.01124172
526.15080000,0.01083664
791.42870000,0.01051108
406.50730000,0.01036219
683.45290000,0.01036206
1683.47500000,0.01004821
416.28560000,0.01015201
406.33510000,0.01032809
1196.79300000,0.01051899
721.22820000,0.01052576
872.26510000,0.01030703
369.96450000,0.01024601
